Region,Country,State,City,Month,Day,Year,AvgTemperature
North America,US,Maryland,Washington DC,10,11,1996,52.5
Asia,Singapore,,Singapore,4,3,1998,82.7
North America,US,District of Columbia,Washington,10,31,2002,41.4
North America,US,Ohio,Akron Canton,3,5,2015,19.4
North America,US,District of Columbia,Washington,10,29,2006,49.8
North America,US,District of Columbia,Washington,11,17,2011,49.5
North America,US,New Mexico,Albuquerque,12,2,2007,44.8
Europe,Sweden,,Stockholm,1,1,1998,36.3
North America,US,Arkansas,Little Rock,2,9,2017,40.1
North America,US,New York,New York City,3,11,2012,45.3
North America,US,Pennsylvania,Pittsburgh,5,1,2007,64.9
North America,Canada,,Montreal,8,22,1995,67.1
North America,US,North Carolina,Greensboro,9,24,2015,66.8
Asia,Laos,,Vientiane,7,18,2018,83.1
North America,US,Minnesota,Duluth,5,2,2000,47.6
North America,US,Arizona,Yuma,1,14,2002,58.0
Africa,Namibia,,Windhoek,9,12,2018,-99.0
North America,US,South Dakota,Rapid City,3,25,2002,15.4
North America,US,Connecticut,Hartford Springfield,5,30,1997,58.7
Asia,Nepal,,Katmandu,9,18,2002,65.6
North America,US,New Hampshire,Concord,10,1,2009,42.5
North America,Canada,,Montreal,5,28,2008,49.3
North America,US,North Carolina,Greensboro,4,15,2000,50.9
North America,US,Pennsylvania,Allentown,10,24,2001,66.9
North America,US,Florida,Tampa St. Petersburg,11,9,2001,66.4
Asia,Malaysia,,Kuala Lumpur,7,9,2004,81.4
Africa,Senegal,,Dakar,11,15,2016,77.5
Europe,Switzerland,,Bern,1,17,2015,33.2
North America,US,New Jersey,Atlantic City,6,19,2016,74.2
North America,US,Washington,Seattle,7,5,2018,69.4
Asia,Pakistan,,Karachi,5,31,2004,88.0
Africa,Guinea-Bissau,,Bissau,12,28,2003,-99.0
Asia,Nepal,,Katmandu,5,22,2002,78.5
North America,US,Texas,Corpus Christi,6,13,2015,84.2
North America,US,Texas,Amarillo,11,10,2000,35.0
Asia,Bangladesh,,Dhaka,1,3,2001,-99.0
North America,US,Michigan,Lansing,8,22,2010,73.5
North America,US,Michigan,Detroit,11,19,2011,44.1
North America,US,Pennsylvania,Philadelphia,5,30,1997,61.3
Asia,Myanmar (Burma),,Rangoon,8,18,2018,81.2
Europe,Romania,,Bucharest,1,28,2007,32.1
Asia,Turkmenistan,,Ashabad,6,17,2019,89.5
North America,US,Georgia,Atlanta,7,12,2005,77.4
Asia,Thailand,,Bangkok,7,17,2005,89.6
North America,US,Arizona,Phoenix,10,4,2003,83.2
North America,US,Maryland,Baltimore,8,27,2016,80.7
North America,US,Kansas,Topeka,2,15,2014,28.6
North America,US,Montana,Great Falls,8,12,2008,65.6
Middle East,Bahrain,,Manama,1,31,2017,62.6
North America,US,Louisiana,Lake Charles,9,2,1999,79.5
South/Central America & Carribean,Barbados,,Bridgetown,4,30,1999,80.0
Europe,Finland,,Helsinki,12,21,1998,12.5
North America,US,Connecticut,Bridgeport,12,2,2011,41.1
South/Central America & Carribean,Honduras,,Tegucigalpa,4,1,1997,75.7
North America,US,Arkansas,Little Rock,12,24,2000,29.2
North America,Canada,,Regina,3,11,2005,29.9
North America,US,New Jersey,Newark,10,5,2011,65.0
North America,US,Missouri,Springfield,4,10,2015,52.5
North America,US,New York,Albany,10,16,2001,50.9
North America,US,Tennessee,Memphis,10,25,1997,63.0
Australia/South Pacific,Australia,,Canberra,5,25,2002,47.4
Asia,Pakistan,,Karachi,7,6,1997,88.3
North America,US,Arkansas,Fort Smith,10,20,2001,65.5
North America,US,Texas,Abilene,4,18,1998,53.8
North America,US,Arizona,Phoenix,5,25,2014,85.8
North America,US,Texas,Austin,5,19,1998,78.9
North America,US,Kansas,Wichita,6,3,1999,74.6
North America,US,Texas,Waco,3,15,2016,73.4
North America,US,Michigan,Lansing,2,8,2020,23.7
Africa,Guinea,,Conakry,3,29,1998,-99.0
North America,US,Tennessee,Nashville,11,13,2000,50.6
North America,US,Alaska,Juneau,10,22,2010,34.6
Asia,Philippines,,Manila,5,24,2004,83.9
North America,US,South Dakota,Sioux Falls,10,18,2014,45.4
North America,US,Illinois,Chicago,1,2,2006,41.2
Africa,Mozambique,,Maputo,1,27,2012,79.9
North America,US,Louisiana,Lake Charles,2,11,2003,48.4
North America,US,Georgia,Macon,1,11,2000,54.4
Asia,Indonesia,,Jakarta,6,25,2018,76.7
North America,US,Massachusetts,Boston,3,6,1999,31.7
Europe,Hungary,,Budapest,8,8,2007,75.3
North America,US,Texas,Wichita Falls,11,29,2018,60.3
Africa,Ivory Coast,,Abidjan,8,2,2008,78.6
North America,US,Illinois,Springfield,9,10,2011,65.5
North America,US,New York,Rochester,3,29,1998,58.1
Middle East,United Arab Emirates,,Abu Dhabi,5,1,2004,88.8
North America,US,Virginia,Roanoke,6,29,2016,75.3
North America,US,Nevada,Las Vegas,11,29,2009,55.1
Africa,Madagascar,,Antananarivo,6,29,2004,56.0
Europe,Germany,,Munich,11,30,2009,41.2
South/Central America & Carribean,Haiti,,Port au Prince,6,25,1996,88.5
North America,US,Indiana,Fort Wayne,3,5,2017,37.0
Europe,Sweden,,Stockholm,3,15,2005,20.3
North America,US,Alabama,Montgomery,8,19,2001,76.6
Asia,Turkmenistan,,Ashabad,6,25,2018,91.2
Europe,Belgium,,Brussels,8,2,1997,65.8
North America,US,Michigan,Lansing,7,10,2008,69.1
North America,Canada,,Vancouver,7,7,2000,63.2
Africa,Burundi,,Bujumbura,8,1,1997,81.5
North America,US,Indiana,Indianapolis,1,1,2020,36.7
South/Central America & Carribean,Brazil,,Sao Paulo,4,16,1995,65.2
North America,US,Missouri,Springfield,9,29,2005,54.0
Middle East,United Arab Emirates,,Dubai,6,3,2004,91.1
North America,US,Washington,Yakima,10,24,2018,47.1
South/Central America & Carribean,Argentina,,Buenos Aires,5,1,2007,66.9
North America,US,Illinois,Chicago,2,15,2000,29.0
North America,US,Texas,Midland Odessa,5,5,2000,82.5
South/Central America & Carribean,Uruguay,,Montvideo,12,7,2007,71.6
Europe,United Kingdom,,London,8,6,2009,66.3
South/Central America & Carribean,Brazil,,Brasilia,11,1,2001,75.8
North America,US,Nevada,Las Vegas,8,23,2014,86.4
Asia,Kyrgyzstan,,Bishkek,4,3,2009,52.3
South/Central America & Carribean,Brazil,,Brasilia,2,15,2008,71.5
South/Central America & Carribean,Bahamas,,Nassau,8,29,2006,82.5
North America,Mexico,,Mexico City,11,9,2009,60.0
North America,US,Indiana,South Bend,8,9,1998,74.5
North America,US,Nebraska,North Platte,7,22,2012,88.2
North America,US,Pennsylvania,Pittsburgh,1,7,2017,10.0
Africa,Gambia,,Banjul,1,23,2019,-99.0
North America,US,South Dakota,Sioux Falls,1,19,2003,17.6
Australia/South Pacific,Australia,,Perth,3,21,2001,63.6
Africa,Senegal,,Dakar,4,16,2020,71.2
South/Central America & Carribean,Colombia,,Bogota,11,2,1995,56.8
North America,US,Indiana,Evansville,2,7,1998,34.2
North America,US,Colorado,Denver,12,16,2017,44.3
Africa,Guinea,,Conakry,5,16,2019,-99.0
North America,US,Michigan,Flint,5,12,2018,45.2
North America,US,California,Sacramento,8,29,1998,77.2
North America,US,Texas,Abilene,5,20,1995,71.2
Europe,Germany,,Hamburg,5,14,2008,60.2
Africa,Benin,,Cotonou,8,19,2000,-99.0
North America,US,North Dakota,Fargo,7,3,2018,73.8
North America,US,California,Los Angeles,10,6,1995,67.7
North America,Canada,,Vancouver,1,12,1999,46.1
North America,US,Pennsylvania,Allentown,7,8,1996,73.7
Europe,Portugal,,Lisbon,7,7,2006,78.5
North America,US,Utah,Salt Lake City,2,22,2009,35.9
Europe,Germany,,Munich,12,4,201,-99.0
Europe,United Kingdom,,Belfast,6,21,2006,52.0
Africa,Namibia,,Windhoek,7,13,2019,62.6
North America,US,Washington,Yakima,10,22,2002,51.8
Europe,Sweden,,Stockholm,4,20,2008,43.3
North America,US,Pennsylvania,Harrisburg,5,15,2008,64.0
Africa,Guinea,,Conakry,4,26,1996,79.7
North America,US,Illinois,Springfield,11,28,2009,48.6
North America,US,Tennessee,Knoxville,4,27,2003,61.8
Europe,Russia,,Moscow,7,17,2000,65.6
North America,US,Indiana,Evansville,12,11,1995,24.3
North America,US,Georgia,Columbus,4,17,1997,61.7
Europe,Norway,,Oslo,7,18,2017,60.0
North America,US,Washington,Yakima,1,14,2019,30.9
North America,US,Michigan,Sault Ste Marie,10,18,2013,45.6
North America,US,Indiana,Indianapolis,6,11,2002,76.0
North America,Canada,,Toronto,6,5,2011,65.2
North America,US,Florida,Tampa St. Petersburg,5,28,1999,80.7
Africa,Nigeria,,Lagos,6,28,2005,81.6
North America,US,New Hampshire,Concord,4,1,2017,32.7
North America,US,Texas,Abilene,8,23,2014,86.5
North America,US,Missouri,St Louis,6,22,2003,74.9
Africa,Tanzania,,Dar Es Salaam,10,17,2003,79.0
North America,US,New York,New York City,1,8,2002,29.0
North America,US,Pennsylvania,Erie,8,5,2012,80.5
Europe,France,,Bordeaux,5,3,2004,56.7
North America,US,Washington,Seattle,3,3,1996,45.8
North America,US,Idaho,Pocatello,4,20,1995,38.8
North America,US,Georgia,Savannah,10,19,1996,57.6
Asia,India,,Calcutta,11,18,2016,72.2
Asia,China,,Shanghai,4,14,2011,72.3
North America,US,Tennessee,Chattanooga,1,24,2020,45.6
Africa,South Africa,,Capetown,5,17,2006,59.6
North America,US,Pennsylvania,Pittsburgh,9,3,2008,73.3
Asia,India,,Calcutta,9,4,2005,84.3
Europe,Denmark,,Copenhagen,6,12,2005,50.5
North America,US,Maryland,Washington DC,10,30,2011,42.1
North America,US,North Carolina,Raleigh Durham,4,2,2001,47.2
North America,Mexico,,Mexico City,12,23,1997,61.0
North America,US,Texas,Waco,2,16,2011,65.6
North America,US,California,Fresno,2,9,1997,48.1
Europe,Bulgaria,,Sofia,1,8,2002,29.4
Europe,Russia,,Moscow,11,19,2013,30.9
Asia,India,,Chennai (Madras),9,6,2005,83.0
North America,US,Arkansas,Little Rock,1,2,2007,40.1
Europe,The Netherlands,,Amsterdam,8,16,2010,67.3
North America,US,Michigan,Lansing,12,28,2013,37.7
North America,US,Pennsylvania,Wilkes Barre,4,7,2016,47.6
North America,US,Montana,Great Falls,12,14,2003,38.7
North America,Mexico,,Mexico City,11,24,2003,62.3
Europe,Romania,,Bucharest,9,14,2000,69.9
North America,US,Oklahoma,Tulsa,7,23,2003,76.8
North America,US,Maryland,Baltimore,11,16,2008,47.9
Europe,Poland,,Warsaw,10,4,2005,57.5
Middle East,Saudi Arabia,,Dhahran,5,11,2016,93.3
Middle East,Lebanon,,Beirut,12,21,2006,61.7
Europe,Latvia,,Riga,6,28,2008,58.5
Australia/South Pacific,Australia,,Canberra,7,7,2018,44.3
North America,US,Texas,Amarillo,9,30,1996,60.2
North America,US,Wisconsin,Green Bay,9,23,2013,49.4
Europe,Spain,,Madrid,6,17,2000,80.1
North America,US,Montana,Great Falls,8,31,2011,58.4
Asia,India,,Calcutta,7,4,2013,87.2
Europe,Denmark,,Copenhagen,7,27,2018,74.8
Africa,Uganda,,Kampala,3,18,2009,69.9
South/Central America & Carribean,Bolivia,,La Paz,7,6,1995,44.8
Africa,Gabon,,Libreville,1,13,2019,82.0
North America,US,Florida,Tallahassee,3,28,2007,69.4
North America,US,Illinois,Chicago,5,29,1997,58.3
North America,US,Oklahoma,Tulsa,1,17,2009,39.0
Africa,Uganda,,Kampala,9,13,1996,69.8
Africa,Mozambique,,Maputo,11,26,2018,84.5
North America,US,Kentucky,Paducah,1,24,2006,39.1
Middle East,Saudi Arabia,,Riyadh,2,18,2009,60.5
Africa,Zambia,,Lusaka,2,19,2010,74.4
North America,US,Texas,San Antonio,12,7,1998,63.0
Asia,China,,Beijing,2,3,2018,21.4
North America,US,Missouri,Kansas City,6,13,2016,76.8
Asia,Pakistan,,Karachi,11,1,2017,80.8
North America,Canada,,Quebec,11,14,2009,38.0
North America,US,California,Los Angeles,3,14,2013,56.5
Asia,Indonesia,,Jakarta,12,19,2010,82.5
North America,US,Idaho,Boise,1,25,1999,26.8
South/Central America & Carribean,Panama,,Panama City,8,15,2001,82.7
North America,US,Florida,Tallahassee,1,5,2007,66.7
North America,US,West Virginia,Charleston,5,28,2001,61.0
North America,US,Kentucky,Lexington,8,22,1995,78.6
North America,US,Pennsylvania,Erie,6,2,1995,71.4
North America,US,Texas,Midland Odessa,10,20,1997,61.7
North America,US,Nevada,Reno,3,8,2005,51.9
Africa,Namibia,,Windhoek,8,29,2012,69.7
Africa,Guinea,,Conakry,11,3,2013,79.2
North America,US,Colorado,Pueblo,3,29,2018,42.1
North America,US,New York,Syracuse,8,14,2000,68.3
Europe,Russia,,Moscow,8,2,2010,85.1
Europe,Germany,,Munich,7,24,2012,69.7
Asia,India,,Bombay (Mumbai),10,11,2005,85.9
Middle East,Jordan,,Amman,2,18,2002,47.0
North America,US,Nebraska,Lincoln,6,11,2000,78.8
Asia,North Korea,,Pyongyang,11,28,2014,42.8
Africa,Guinea-Bissau,,Bissau,5,27,2001,-99.0
North America,US,California,San Francisco,12,26,2011,45.5
Europe,Yugoslavia,,Belgrade,12,22,2013,34.8
North America,US,Ohio,Dayton,8,13,2018,72.5
North America,US,Connecticut,Bridgeport,6,23,2003,65.5
North America,US,Alaska,Anchorage,7,3,2000,58.1
North America,US,Louisiana,Lake Charles,5,18,2017,79.2
Africa,South Africa,,Capetown,11,14,1996,60.8
North America,US,Montana,Great Falls,3,29,2005,39.9
North America,US,South Dakota,Rapid City,4,26,2018,55.5
South/Central America & Carribean,Belize,,Belize City,5,27,2017,85.0
Africa,Mozambique,,Maputo,9,16,1998,71.1
North America,Canada,,Ottawa,1,19,2007,28.4
North America,US,South Carolina,Charleston,8,22,2001,79.4
Asia,Sri Lanka,,Colombo,9,14,2018,82.4
North America,US,Florida,Tallahassee,3,25,1997,69.2
North America,US,Pennsylvania,Philadelphia,3,13,2019,40.7
North America,Mexico,,Mexico City,4,28,2014,70.2
Middle East,Turkey,,Istanbul,12,29,2005,52.7
North America,US,Colorado,Grand Junction,8,23,2012,69.5
North America,US,California,Sacramento,7,1,2015,85.5
Australia/South Pacific,Australia,,Perth,11,21,2019,63.2
North America,US,Oregon,Eugene,4,4,2010,44.4
North America,US,Oregon,Salem,9,16,2014,66.5
North America,US,Kentucky,Paducah,7,9,2000,78.5
North America,US,Oklahoma,Tulsa,1,28,2019,45.7
Middle East,Turkey,,Istanbul,11,10,2009,62.7
North America,US,Pennsylvania,Harrisburg,12,23,1998,20.4
Australia/South Pacific,New Zealand,,Auckland,7,13,2019,58.8
North America,US,Oregon,Medford,5,2,2015,65.9
North America,US,Colorado,Grand Junction,12,13,1998,32.7
North America,US,Alabama,Montgomery,11,9,2010,53.7
North America,US,Florida,Daytona Beach,10,14,2008,79.8
North America,US,Kansas,Goodland,8,28,2006,61.1
South/Central America & Carribean,Bermuda,,Hamilton,3,30,1998,67.8
South/Central America & Carribean,Cuba,,Havana,7,14,2018,81.1
North America,US,Massachusetts,Boston,9,14,2003,67.4
